recipe_code,source_recipe_code,recipe_name,recipe_display_name,source,status,category,meal_type,preference
ANN-000421,ASC440,Chocolate Chip Cookies,Chocolate chip cookies,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000974,OSR113,Rice murukku,Rice murukku,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000698,BFP355,COFFEE PEAR ALASKA,Coffee pear alaska,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000738,BFP421,FISH PAKORAS,Fish pakora/pakoda,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000972,OSR111,Veg Manchurian,Veg manchurian,open_source_recipes,active,starter,"[""snack""]",vegetarian
ANN-000924,OSR061,Mango murabba candy,Mango murabba candy,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000174,ASC179,Beans with coconut,Beans with coconut (Nariyal aur sem/phali; Beans thoran),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000520,BFP056,ORANGE OMELETTE,Orange omelette/omlet,bfp_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000533,BFP076,MULLIGATAWNY SOUP,Mulligatawny soup,bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000201,ASC207,Vegetarian Egg Kofta Curry,Vegetarian egg kofta curry,asc_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000906,OSR042,Cranberry cookies,Cranberry cookies,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000238,ASC246,Fish Curry,Fish curry (Machli curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000035,ASC036,Vegetable and mayonnaise sandwich,Vegetable and mayonnaise sandwich,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000094,ASC096,Chapatis,Chapati/Roti,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000477,ASC501,Pineapple Jam,Pineapple jam ,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000359,ASC370,Paneer Potato Cutlet,Paneer potato cutlet (Paneer aloo cutlet),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000976,OSR115,Rava dhokla,Semolina dhokla (Suji/Rava dhokla),open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000699,BFP356,CRUNCHY BUTTERSCOTCH,Crunchy butterscotch,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000732,BFP407,SUJI LADDOO WITH NUTS,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000794,BFP507,COFFEE DROPS,Coffee drops,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",eggetarian
ANN-000581,BFP165,HOME MADE EGG NOODLES,Home made egg noodles,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",eggetarian
ANN-000276,ASC285,Vermicelli Kheer,Vermicelli kheer (Semiya/Seviyan ki kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000424,ASC443,Coconut Biscuit,Coconut biscuit (Nariyal ke biscuit),asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000157,ASC160,Moti Mahal Dal,Moti mahal dal (Urad rajmah mix dal),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000568,BFP150,MASALA DOSA MIXED VEGETABLE FILLINGS,Masala dosa mixed vegetable fillings,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000868,OSR004,Apple and Honey Sorbet,Apple and honey sorbet (Seb aur shehad ka sharbat),open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000349,ASC360,Potato Bonda,Potato bonda (Aloo bonda),asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000078,ASC080,Lentil Soup,Lentil soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000109,ASC111,Potato stuffed poories,Potato stuffed poori (Aloo ki poori),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000776,BFP478,CHOCOLATE SWISS ROLL,Chocolate swiss roll,bfp_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000235,ASC243,Chicken Kabab,Chicken kebab,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000383,ASC401,Cottage Cheese Pie,Cottage cheese pie,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000023,ASC024,Egg Sandwich,Egg sandwich (Ande ka sandwich),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000031,ASC032,Vegetarian club sandwich ,Vegetarian club sandwich,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000908,OSR045,Tutti frutti biscuits,Tutti fruitti biscuit,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000567,BFP148,PLAIN DOSA,Plain dosa,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000237,ASC245,Fried Chicken with Tomato Sauce,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000524,BFP060,MEAT STOCK,Meat stock,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000669,BFP305,CHICKEN AND TOMATO TOWERS,Chicken and tomato towers,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000352,ASC363,Samosa - Paneer and Pea Filling,Paneer and pea samosa (Paneer matar ka samosa),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000071,ASC073,White sauce (Thick),White sauce (thick),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000934,OSR071,Spinach-Mushroom Scrambled Eggs,Spinach mushroom scrambled egg (Palak mushroom bhurji),open_source_recipes,active,breakfast,"[""breakfast""]",eggetarian
ANN-000690,BFP346,VANILLA ICE CREAM WITHOUT EGG,Vanilla ice cream without egg,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000883,OSR019,Oats burfi,Oats burfi,open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000325,ASC336,Coconut Burfi,Coconut burfi (Nariyal ki burfi),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000243,ASC251,Fish Tikka,Fish tikka,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000788,BFP498,CHOCOLATE GLACE ICING,Chocolate glace icing,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000458,ASC477,Rice Flakes and Roasted Channa,Rice flakes and roasted channa ,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000444,ASC463,Channa Dal Sweet Rice,Split bengal gram sweet rice (Channa dal sweet rice),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000786,BFP495,CHOCOLATE EGGLESS CAKE,Chocolate eggless cake,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000911,OSR048,Starfruit preserves,Starfruit preserves ,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000270,ASC278,Sweet Raita,Sweet raita (Meetha raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000027,ASC028,Chicken sandwich,Chicken sandwich,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000029,ASC030,Rainbow sandwich,Rainbow sandwich,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000395,ASC413,Hot Cheese Souffle,Hot cheese souffle,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000016,ASC017,Mango Milkshake ,Mango milkshake (Aam milkshake),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000762,BFP457,FRENCH TOASTED SANDWICHES,French sandwich (toasted),bfp_manual,active,starter,"[""snack""]",eggetarian
ANN-000498,BFP013,COLD COFFEE (WITH CREAM),Cold coffee (with cream),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000170,ASC174,Gajar methi,Carrot and fenugreek leaves (Gajar methi),asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000167,ASC171,Aloo Gobhi,Potato cauliflower (Aloo gobhi),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000438,ASC457,Soyabean Tikki,Soyabean tikki,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-001014,ASC239,Shepherd's pie,Shepherd's pie (with minced meat),asc_manual,active,bakery,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000766,BFP461,CHICKEN WALNUT SANDWICHES,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000408,ASC426,Strawberry and Vanilla Cake with Butter Icing,Strawberry and vanilla cake with butter icing,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000718,BFP382,HOT LEMON SOUFFLE,Hot lemon souffle,bfp_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000041,ASC042,Paneer pea toasted sandwich,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000679,BFP321,SPINACH RAITA,Spinach raita (Palak ka raita),bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000042,ASC043,Chicken toasted sandwich,Chicken sandwich (toasted),asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000218,ASC224,Chilli paneer,Chilli paneer,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000081,ASC083,Cream of green peas,Cream of green peas soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000560,BFP137,CHANNA DAL AND VEGETABLE PULAO,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000132,ASC134,Vegetable Chowmein,Vegetable chowmein,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000561,BFP138,BLACK CHANNA PULAO,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000528,BFP067,CONSOMME AU VERMICELLI,Consomme au vermicelli,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000464,ASC486,Sweet Dalia,Sweet wheat porridge (Sweet dalia),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000807,BFP523,ORANGE CREAM FLAN,Orange cream flan,bfp_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000183,ASC189,Stuffed Tomatoes,Stuffed tomatoes (Bharwa tamatar),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-001010,OSR153,Soya seekh kabab,Soya seekh kebab,open_source_recipes,active,starter,"[""snack""]",vegetarian
ANN-000749,BFP442,TOMATO GINGER CHUTNEY,Tomato ginger chutney (Tamatar adarak ki chutney),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000492,BFP003,Kashmiri Masala,Kashmiri masala,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000182,ASC187,Stuffed Brinjal,Stuffed brinjal (Bharwa baingan),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000863,BFP607,(Mango) MILKSHAKE WITH ICE CREAM,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000184,ASC190,Pea Potato Curry,Pea potato curry (Aloo matar),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000830,BFP557,VEGETABLE MIX,Vegetable mix,bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000877,OSR013,Apple sago payasam,Apple sago payasam (Seb aur sabudana ki kheer),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000369,ASC382,Peanut Brittle,Peanut brittle (Moongfali ki chikki),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000741,BFP427,POUSHTIK CUTLET,Poshtik cutlet,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000433,ASC452,Short Bread Cookies,Short bread cookies,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000083,ASC085,Cream of Mixed vegetable soup,Cream of mixed vegetable soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000373,ASC386,Coconut Chutney,Coconut chutney (Nariyal ki chutney),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000248,ASC256,Devilled Egg,Deviled egg,asc_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000575,BFP158,SPAGHETTI WITH MEAT BALLS AND TOMATO SAUCE,Spaghetti with meat balls and tomato sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000397,ASC415,Hot Fish Souffle,Hot fish souffle,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000267,ASC275,Mint Raita,Mint raita (Pudinay ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000617,BFP222,CHICKEN KORMA,Chicken korma,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000026,ASC027,Cheese and Tomato sandwich ,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000079,ASC081,Chicken consomme (Clear chicken soup),Chicken consomme (Clear chicken soup),asc_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000098,ASC100,Cauliflower Parantha,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000944,OSR081,Schezwan chutney,Schezwan chutney,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000493,BFP004,Rasam Powder,Rasam powder (Rasam masala),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000122,ASC124,Lemon Rice,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000578,BFP162,LASAGNE WITH VEGETABLES,Lasagne with vegetables,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000510,BFP041,RICE UPMA,Rice upma,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000171,ASC175,Alu Methi,Potato fenugreek (Aloo methi),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000563,BFP142,CHICKEN PULAO,Chicken pulao,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",non_vegetarian
ANN-000590,BFP176,RASAM WITH TAMARIND,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000930,OSR067,Lemon chicken,Lemon chicken,open_source_recipes,active,snack,"[""snack""]",non_vegetarian
ANN-000852,BFP585,MARMALADES,Marmalade (Murabba),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000526,BFP065,MEAT CONSOMME,Meat consomme (with mutton),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000812,BFP534,CREAM BUNS,Cream buns,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000642,BFP270,CRISPY BHINDI (LADY'S FINGERS),Crispy okra/Crispy lady's fingers (Karare bhindi),bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000497,BFP011,HOT CHOCOLATE,Hot chocolate,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000050,ASC052,Rice Flakes,Rice flakes (Chiwda/Aval),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000858,BFP601,TOMATO CHUTNEY,Tomato chutney (Tamatar ki chutney),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000564,BFP143,MEXICAN RICE,Mexican rice,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",non_vegetarian
ANN-000250,ASC258,Mixed Pulse and vegetable salad,Mixed pulse and vegetable salad,asc_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000020,ASC021,Lassi (Sweet),Sweet Lassi (Meethi lassi),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000610,BFP212,ROAST CHICKEN,Roast chicken,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000822,BFP548,CEREAL MIX,Cereal mix ,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000553,BFP124,BACON AND MUSHROOM PANCAKES,Bacon and mushroom pancake,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000008,ASC008,Lemonade,Lemonade,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000546,BFP110,METHI PARATHA,Methi parantha/paratha,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000920,OSR057,Green tomato pickle,Green tomato pickle (Haray tamatar ka achaar),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000389,ASC407,Cream Puffs,Cream puffs,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000513,BFP044,Poha,Poha,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000937,OSR074,Paaner do pyaza,Paaner do pyaza,open_source_recipes,active,review,"[""review""]",vegetarian
ANN-000321,ASC332,Hot Orange Souffle,Hot orange souffle,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000514,BFP045,VEGETABLE POHA,Vegetable poha,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000644,BFP273,STUFFED KARELA (WET),Stuffed bittergourd (wet) (Bharwa karele),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000445,ASC464,Sweet Poori,Sweet poori (Meethi poori),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000833,BFP560,SPINACH PEANUT BURFI,Spinach peanut burfi (Palak aur mungfali ki burfi),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000554,BFP125,CHEESE AND TOMATO PANCAKES,Cheese and tomato pancake,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000540,BFP090,CHICKEN STEW,Chicken stew,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000878,OSR014,Kesari bath,Kesari bath,open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000036,ASC037,Egg and tomato sandwich ,Egg and tomato sandwich (Ande aur tamatar ka sandwich),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000998,OSR138,Garlic soup,Garlic soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000952,OSR090,Onion raita,Onion raita (Pyaaz ka raita),open_source_recipes,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000451,ASC470,Bajra Ladoo,Pearl millet ladoo (Bajra ladoo),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000292,ASC301,Baked Custard,Baked custard,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000802,BFP517,CHERRY AND WALNUT COOKIES,Cherry and walnut cookies,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000804,BFP519,BUTTERFLY BISCUITS,Butterfly biscuit,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000339,ASC350,Shahi Tukre,Shahi tukre,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000273,ASC281,Saunth,Saunth/Sonth chutney with tamarind/imli,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000277,ASC286,Semolina Kheer,Semolina kheer (Suji/Rava kheer),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000188,ASC194,Pea Vadi curry,Pea vadi curry,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000488,ASC514,Tomato Sauce,Tomato sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000790,BFP500,CHOCOLATE BUTTER ICING,Chocolate butter icing,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000412,ASC430,Pineapple Pastry,Pineapple pastry ,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000529,BFP072,GREEN PEA SOUP,Green pea soup (Matar ka soup),bfp_manual,active,soup,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000726,BFP396,KHOA COCONUT BURFI,Khoa coconut burfi,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000051,ASC053,Wheat Flakes,Wheat flakes,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000525,BFP062,WHITE STOCK,White stock,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000039,ASC040,Tomato and cheese toasted sandwich ,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000744,BFP431,VEGETABLE SAMOSAS,Vegetable samosa,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000543,BFP096,BARBEQUE SAUCE,Barbeque sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000350,ASC361,Samosa - Potato Filling,Potato samosa (Aloo ka samosa),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000583,BFP167,CUMIN SEEDS BAGHAR,Cumin seeds baghar (Jeera baghar/tadka),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000745,BFP436,PLAIN URAD DAL VADA,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000579,BFP163,GREEN CHILLI SAUCE,Green chilli sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000411,ASC429,Swiss Roll,Swiss roll,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000239,ASC247,Fried Fish (Indian Style),Fried fish (Indian style) (Tali hui machli),asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000887,OSR023,Sweet couscous dessert,Sweet couscous dessert,open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000539,BFP089,COLD TOMATO SOUP,Cold tomato soup,bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000805,BFP521,FLAN PASTRY,Flan pastry,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000194,ASC200,Paneer kofta curry,Paneer kofta curry,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000574,BFP157,MEAT AND MACARONI CASSEROLE,Meat and macaroni casserole,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",non_vegetarian
ANN-000523,BFP059,MIXED STOCK,Mixed stock,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000203,ASC209,Gobhi Musallam,Cauliflower musallam (Phoolgobhi musallam),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000211,ASC217,Sarson Ka Saag,Sarson ka saag,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000681,BFP325,PINEAPPLE RAITA,Pineapple raita (Ananas ka raita),bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000102,ASC104,Keema Parantha,Keema parantha/paratha,asc_manual,active,breakfast,"[""breakfast""]",non_vegetarian
ANN-000763,BFP458,PEANUT BUTTER CUCUMBER SANDWICHES,Peanut butter cucumber sandwich,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000849,BFP579,SUJI IDLI,Semolina idli (Suji/Rava idli),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000684,BFP328,GUAVA RAITA,Guava raita (Amarood ka raita),bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000736,BFP416,MASALA GREEN CHILLI PAKORAS,Masala green chilli pakora/pakoda (Hari mirch kay pakode),bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000348,ASC359,Paneer Pakoras,Paneer pakora/pakoda,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000249,ASC257,Hawain Salad,Hawain salad,asc_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000434,ASC453,Coffee Biscuit,Coffee biscuit,asc_manual,active,beverage,"[""breakfast"", ""snack""]",eggetarian
ANN-000290,ASC299,Moong Dal Halwa,Moong dal halwa,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000236,ASC244,Chilli Chicken,Chilli chicken,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000712,BFP370,COLD CHOCOLATE SOUFFLE,Cold chocolate souffle,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000480,ASC504,Carrot Murabba,Carrot murabba (Gajar ka murabba),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000271,ASC279,Dahi Vadas,Dahi vadas/Dahi bhalla,asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000155,ASC158,Whole Moth,Whole moth (Moth ki dal),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000666,BFP301,TOSSED GREEN SALAD,Tossed green salad,bfp_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000973,OSR112,Pav bhaji,Pav bhaji,open_source_recipes,active,snack,"[""snack""]",non_vegetarian
ANN-000294,ASC304,Chocolate Ice Cream,Chocolate ice cream,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000621,BFP230,PRAWN CURRY,Prawn curry (with coconut) (Jhinga curry),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000242,ASC250,Baked Fish with Cheese Sauce,Baked fish with cheese sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000724,BFP392,RASGULLAS,Rasgulla,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000097,ASC099,Radish Parantha,Radish parantha/paratha (Mooli ka parantha/paratha),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000556,BFP132,VANGI BHAT,Eggplant/Brinjal rice (Vangi bhat),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",eggetarian
ANN-000315,ASC326,Bread and Butter Pudding,Bread and butter pudding ,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000324,ASC335,Plain Burfi,Plain burfi (Burfi),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000418,ASC437,American Frosting,American frosting,asc_manual,active,snack,"[""snack""]",eggetarian
ANN-000961,OSR099,Sabudana-khichdi,Sago khitchdi/khichri (Sabudana khitchdi/khichri),open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
